Lat,Lon,DistCentro_km,Area_m2,Habitaciones,Precio_USD,IndiceCrimen,IndiceVerde,IndiceRuido,PuntajeColegios,PuntajeTransporte
-12.038937,-77.052249,1.318,86.1,3,285071,87.3,24.8,78.2,59.7,87.2
-12.133819,-77.110999,12.205,106.6,4,236882,41.6,66.2,55.7,79.9,76.9
-12.206003,-77.122412,19.711,74.3,4,102160,81.2,50.0,76.1,52.6,67.6
-12.037438,-77.030414,1.673,39.0,3,136003,81.1,26.8,83.8,78.5,94.0
-12.03849,-77.044029,0.888,69.9,2,214391,78.3,32.0,85.4,65.3,94.0
-12.203156,-77.149816,20.922,79.5,1,109731,70.6,50.5,81.3,53.9,71.9
-12.119247,-77.092429,9.716,132.9,3,259747,37.7,54.1,58.4,65.5,95.5
-12.165674,-77.129798,16.263,85.6,2,124560,78.5,54.1,70.4,57.2,56.5
-12.036261,-77.041386,1.136,62.8,3,189265,65.1,31.4,80.6,76.4,91.8
-12.041796,-77.043718,0.521,46.1,2,114702,75.0,27.5,82.4,73.5,91.9
-12.123465,-77.131236,12.858,60.4,2,83817,78.3,50.9,86.3,52.8,65.5
-12.149918,-77.101841,13.157,35.0,4,73952,49.9,53.3,59.9,70.3,86.4
-12.10209,-77.119473,10.368,101.4,2,218375,31.7,52.3,58.7,64.5,85.6
-12.131943,-77.178065,17.486,66.8,5,97044,81.1,48.3,73.3,56.3,58.6
-12.044169,-77.051306,0.956,125.4,4,389242,85.4,37.0,84.5,63.4,88.9
-12.040711,-77.047603,0.819,84.3,4,270022,66.4,19.9,77.7,63.3,72.5
-12.093388,-77.118284,9.713,81.5,3,167934,55.9,46.4,65.5,67.8,81.7
-12.133584,-77.128208,13.402,46.8,4,67973,63.2,43.7,66.8,52.9,72.7
-12.106529,-77.104042,9.42,57.5,6,99107,58.5,63.7,50.6,71.3,73.5
-12.069535,-77.095399,6.261,103.2,5,184801,25.9,46.4,53.9,72.2,82.9
-12.146438,-77.121671,14.022,35.0,1,50827,74.4,32.3,67.3,66.2,69.2
-12.089924,-77.158949,13.502,73.6,3,173998,52.6,67.0,64.3,56.0,84.0
-12.0714,-77.119628,8.79,39.8,3,75496,38.5,45.9,51.3,70.6,74.1
-12.151157,-77.110181,13.737,90.0,3,128517,69.0,53.8,70.2,48.0,53.9
-12.032977,-77.027754,2.211,145.0,5,425987,74.6,33.6,80.5,64.6,90.3
-12.113476,-77.104238,9.996,36.7,4,63874,40.7,57.7,49.2,77.1,93.2
-12.180127,-77.177773,20.857,101.0,5,143153,68.3,41.0,83.6,63.2,75.8
-12.094631,-77.070381,6.134,73.4,4,148022,49.2,61.8,50.9,80.0,78.0
-12.118376,-77.152948,14.381,77.3,3,121372,81.9,51.3,63.6,58.0,69.9
-12.095878,-77.133238,11.249,96.6,4,176443,51.7,76.6,55.5,54.7,90.0
-12.173714,-77.160109,19.023,61.5,4,94000,88.0,43.6,72.8,47.6,60.6
-12.1219,-77.094448,10.083,100.1,5,198534,60.2,45.4,49.0,73.2,88.3
-12.088986,-77.086374,6.687,83.5,4,181964,36.4,54.8,56.6,81.5,71.1
-12.038496,-77.037942,1.024,72.7,1,216623,76.1,31.0,87.0,55.1,81.4
-12.097948,-77.10297,8.684,101.8,6,196450,52.0,47.9,54.1,69.4,80.7
-12.125913,-77.15608,15.137,143.7,3,197164,95.0,28.1,82.1,55.4,66.0
-12.049082,-77.050953,0.934,75.2,4,239963,74.5,23.0,73.5,54.9,84.1
-12.176838,-77.12925,17.254,91.5,4,142891,75.2,39.1,66.7,49.1,54.2
-12.147188,-77.127011,14.447,35.0,1,49905,62.0,42.6,79.3,39.9,54.0
-12.068676,-77.17244,14.289,139.3,5,330248,51.7,64.1,50.0,59.6,89.6
-12.074343,-77.084431,5.481,69.6,3,128197,31.7,52.3,56.1,81.5,79.9
-12.129979,-77.110226,11.817,74.9,2,140515,46.5,55.7,65.0,66.1,78.4
-12.11294,-77.122232,11.354,114.7,2,213070,42.7,66.7,59.2,70.6,79.6
-12.129938,-77.092465,10.726,76.8,4,170255,43.3,44.2,50.4,70.0,76.3
-12.076973,-77.151373,12.265,93.5,2,216630,42.9,63.5,62.1,71.0,69.5
-12.118407,-77.062158,8.264,72.1,5,118236,25.7,53.1,58.2,66.0,89.5
-12.116863,-77.076533,8.636,69.5,3,114294,54.2,44.3,65.3,82.3,65.6
-12.175129,-77.128535,17.053,91.4,3,125609,79.0,53.0,78.4,58.5,54.9
-12.110728,-77.088252,8.679,99.3,5,191024,37.1,58.4,67.7,45.6,84.8
-12.041847,-77.05591,1.51,35.0,3,108381,82.0,22.9,77.5,66.8,91.0
-12.044908,-77.151016,11.749,107.6,2,297505,38.3,47.5,53.6,44.0,93.0
-12.072421,-77.088928,5.781,114.7,4,206575,33.5,55.3,44.7,72.1,72.0
-12.116781,-77.106005,10.398,67.8,5,128413,46.9,63.0,55.3,68.8,79.3
-12.081835,-77.120495,9.306,132.6,5,272100,38.8,60.7,46.3,81.1,77.8
-12.163709,-77.114319,15.16,35.0,2,42018,67.0,43.8,80.5,51.8,73.9
-12.039387,-77.039503,0.857,129.0,2,402786,68.4,29.1,79.5,68.7,91.2
-12.112729,-77.111985,10.517,143.4,6,298740,36.9,50.2,57.4,76.8,72.8
-12.048055,-77.057284,1.583,102.5,3,323653,75.8,38.1,72.5,68.5,100.0
-12.180389,-77.170398,20.324,81.5,3,97836,79.3,47.3,68.3,55.1,62.2
-12.103308,-77.083859,7.731,86.4,2,170898,33.5,63.4,53.2,73.9,80.5
-12.09356,-77.167413,14.505,72.3,5,157088,60.8,66.6,60.0,79.2,74.9
-12.058014,-77.172742,14.165,104.5,5,245657,57.5,63.6,54.4,66.8,83.6
-12.07646,-77.132778,10.322,61.2,1,141328,52.6,53.4,60.9,70.8,89.5
-12.062347,-77.056008,2.278,58.6,3,185241,74.8,34.3,83.0,63.1,94.0
-12.051838,-77.032882,1.234,43.4,3,143236,75.1,27.7,81.2,69.3,89.9
-12.192801,-77.169187,21.268,92.6,3,123889,67.5,40.5,84.5,56.5,64.4
-12.143578,-77.121692,13.773,54.6,5,73607,67.5,42.3,83.7,64.8,58.1
-12.082777,-77.075016,5.342,96.8,4,183148,47.8,53.3,52.5,73.5,88.6
-12.104497,-77.085076,7.915,75.4,5,148286,36.1,45.0,54.7,85.6,77.5
-12.055378,-77.052699,1.466,93.8,3,303499,83.2,35.7,79.0,61.8,88.2
-12.0675,-77.166246,13.604,109.0,2,252674,37.0,62.4,62.4,62.5,81.7
-12.036446,-77.044568,1.121,101.7,4,320669,85.1,35.6,72.2,63.7,83.2
-12.186181,-77.149194,19.342,60.3,5,79161,62.9,47.8,85.6,57.0,74.9
-12.128052,-77.085109,10.161,35.0,5,76535,54.9,45.5,58.2,70.7,81.9
-12.135588,-77.141373,14.578,126.0,1,170770,60.1,47.3,71.7,63.9,57.6
-12.050123,-77.048907,0.781,77.0,3,246991,85.6,25.2,82.9,69.3,92.6
-12.116665,-77.051271,7.853,53.3,3,111247,47.1,53.3,53.9,72.6,76.2
-12.123638,-77.075753,9.29,119.2,3,240686,38.8,61.3,57.2,63.2,72.8
-12.208032,-77.160563,22.03,35.0,2,41699,72.5,40.0,64.6,50.9,61.5
-12.047607,-77.037838,0.555,75.4,5,221308,85.9,29.9,78.3,73.4,100.0
-12.086997,-77.150086,12.488,96.7,2,234640,54.6,60.0,60.8,55.9,80.1
-12.054309,-77.174798,14.356,120.8,5,262432,40.1,59.9,73.7,73.8,78.3
-12.055561,-77.033844,1.407,114.0,1,295356,61.3,19.8,79.6,62.5,87.9
-12.044428,-77.048613,0.668,97.6,2,329058,81.0,26.4,75.1,61.6,98.7
-12.130838,-77.078403,10.138,84.5,2,170079,24.3,65.9,59.4,64.7,77.6
-12.157256,-77.118141,14.775,112.0,2,206184,49.9,63.0,61.2,73.7,77.4
-12.109214,-77.145249,13.126,100.2,3,128441,73.3,46.5,75.4,56.3,58.5
-12.077524,-77.159494,13.13,112.6,2,299834,57.3,61.9,63.0,61.5,73.1
-12.152386,-77.130017,15.101,80.5,1,121035,75.3,34.1,76.5,59.3,54.5
-12.178037,-77.157912,19.226,35.0,3,41312,64.2,40.0,79.0,51.2,66.0
-12.07481,-77.146537,11.694,102.0,4,269227,39.3,64.6,59.7,70.2,96.6
-12.215775,-77.152916,22.279,83.9,4,120707,77.4,52.0,67.0,54.2,55.4
-12.14644,-77.081353,11.867,93.7,6,174912,48.4,64.9,64.7,65.0,89.4
-12.061768,-77.03518,1.896,92.1,5,297098,90.0,27.5,66.7,57.7,85.2
-12.148958,-77.11708,13.95,95.9,4,187526,40.9,61.0,43.3,46.5,85.7
-12.165645,-77.131942,16.396,105.7,4,161531,80.7,53.7,71.3,40.8,63.3
-12.036704,-77.048543,1.244,67.4,2,204051,84.2,18.4,79.6,72.4,92.4
-12.079991,-77.103781,7.598,85.0,4,144485,36.1,57.2,52.2,68.2,86.7
-12.222751,-77.130285,21.757,56.0,1,90392,83.0,43.9,66.8,42.3,74.4
-12.164276,-77.146929,17.291,67.8,2,112089,90.3,46.7,79.4,52.8,63.7
-12.116914,-77.100812,10.046,77.6,3,132361,53.7,50.9,56.8,68.8,88.4
-12.066125,-77.14595,11.41,57.2,4,157100,43.6,54.2,63.9,43.6,80.1
-12.163357,-77.096737,14.242,77.9,2,106884,72.1,34.4,76.6,50.8,76.3
-12.120665,-77.094992,10.003,138.2,4,270685,54.7,62.6,51.4,68.9,86.7
-12.118868,-77.090322,9.556,35.0,6,53306,48.7,50.8,52.3,66.5,73.1
-12.034205,-77.034278,1.64,39.5,5,113953,82.3,26.5,76.0,64.9,96.4
-12.179613,-77.157048,19.299,35.0,5,51208,77.4,48.3,76.2,52.0,63.3
-12.056799,-77.149558,11.647,71.7,3,167914,45.3,48.4,50.3,67.2,86.1
-12.194652,-77.121794,18.556,98.6,4,151117,54.7,46.5,69.1,67.0,60.9
-12.050964,-77.049786,0.912,96.3,2,306539,95.0,30.5,77.5,39.8,95.6
-12.059131,-77.170579,13.943,61.3,2,161190,51.4,63.8,62.7,71.9,79.8
-12.064814,-77.067821,3.399,35.0,6,63306,45.9,46.9,67.1,69.0,72.3
-12.099503,-77.112685,9.607,82.2,2,160650,36.7,67.9,57.9,65.3,75.8
-12.051487,-77.073686,3.4,108.0,2,198827,52.5,57.8,61.6,62.4,80.5
-12.094303,-77.076684,6.466,126.7,3,259763,53.6,44.4,50.7,67.8,70.0
-12.105411,-77.079393,7.661,79.6,2,131359,37.5,53.2,55.7,77.9,76.5
-12.030488,-77.048728,1.88,110.1,3,306283,64.7,32.6,73.5,69.4,94.3
-12.135927,-77.101224,11.789,87.2,2,143185,58.9,54.8,58.8,72.3,76.4
-12.098223,-77.088037,7.563,97.4,4,180316,47.8,52.1,53.5,87.9,82.2
-12.161911,-77.203523,21.652,82.9,4,121715,63.4,62.2,77.5,57.6,77.2
-12.13668,-77.104374,12.046,38.9,5,73279,44.8,50.4,57.4,80.0,75.2
-12.06932,-77.15638,12.59,122.7,2,355265,57.2,65.9,57.1,69.6,81.5
-12.135244,-77.151578,15.385,51.7,3,83105,86.9,42.0,81.5,51.2,78.5
-12.179943,-77.09612,15.913,97.7,4,127482,78.7,49.6,82.2,44.2,64.5
-12.098362,-77.087709,7.552,88.2,2,163854,40.0,51.6,44.8,75.9,80.8
-12.061125,-77.147441,11.476,59.6,3,129920,48.6,61.8,59.0,64.0,81.6
-12.13736,-77.125339,13.499,35.0,1,43998,75.3,43.7,70.6,63.9,48.0
-12.194736,-77.139615,19.534,83.1,3,110980,87.3,44.9,64.5,51.8,57.6
-12.040963,-77.054771,1.433,55.9,5,176730,87.7,32.5,87.7,71.5,92.8
-12.090436,-77.100747,7.966,94.8,4,207922,41.1,51.4,56.3,70.2,85.4
-12.052498,-77.04275,0.677,112.4,1,340486,89.0,33.8,85.5,72.8,90.5
-12.054132,-77.055735,1.646,103.9,2,320680,77.6,29.6,72.8,74.9,89.8
-12.145532,-77.13893,15.165,114.7,5,157552,79.6,52.2,73.1,50.5,61.9
-12.132658,-77.109065,11.976,120.8,2,237661,42.3,54.0,60.6,68.0,83.8
-12.166228,-77.148556,17.57,139.8,2,199317,68.6,36.2,70.5,48.0,71.3
-12.186858,-77.108384,17.139,54.6,1,71175,85.9,34.5,69.9,58.2,52.6
-12.058607,-77.034738,1.613,107.5,4,314343,82.1,24.1,72.6,63.2,99.7
-12.034157,-77.021372,2.694,52.9,5,143677,84.2,24.2,87.1,66.0,78.4
-12.141982,-77.101448,12.373,79.5,1,102028,71.9,53.0,80.1,40.5,62.2
-12.097853,-77.061878,6.075,72.3,2,140676,49.9,42.9,54.2,72.9,81.4
-12.088348,-77.172078,14.786,86.8,2,233819,45.9,52.4,51.7,57.2,92.5
-12.067333,-77.162384,13.188,105.6,3,254270,45.8,55.6,64.1,57.5,86.9
-12.175274,-77.082207,14.931,143.7,1,176791,71.6,50.4,72.1,53.8,74.4
-12.145649,-77.102462,12.779,87.5,4,127690,72.9,52.9,77.0,51.3,59.2
-12.039454,-77.05726,1.749,45.7,5,150829,79.0,28.3,81.2,69.6,85.5
-12.100501,-77.098129,8.493,75.3,3,148093,43.6,65.0,60.7,52.4,98.8
-12.065651,-77.046233,2.169,105.8,5,338781,93.5,31.9,72.5,88.2,93.4
-12.102199,-77.156386,13.799,54.0,2,76722,95.0,32.5,73.3,44.0,49.9
-12.029417,-77.031342,2.259,122.5,3,421390,66.8,25.5,79.7,68.5,96.0
-12.099089,-77.07754,6.959,70.5,3,142545,46.6,51.7,48.6,76.2,97.9
-12.057495,-77.062873,2.503,113.3,3,330818,72.1,29.0,81.2,57.5,89.5
-12.031672,-77.036882,1.757,74.3,3,197615,76.3,23.0,81.5,75.0,86.5
-12.118574,-77.130207,12.418,148.0,3,204391,89.5,44.8,67.6,56.9,51.4
-12.14034,-77.092004,11.716,81.1,6,163935,41.6,51.8,51.5,75.4,90.3
-12.208508,-77.098991,19.0,127.8,2,179993,78.7,42.2,77.0,62.5,69.5
-12.110801,-77.068288,7.665,60.1,6,122944,38.9,43.7,63.1,61.6,77.1
-12.120148,-77.055886,8.308,110.9,4,226842,31.6,44.2,54.0,78.0,78.1
-12.09635,-77.151329,13.021,145.2,5,357741,55.6,55.1,61.9,56.6,85.7
-12.141557,-77.094494,11.961,67.8,4,154501,45.2,48.1,56.7,63.2,70.3
-12.112526,-77.127595,11.773,77.5,6,134486,54.9,64.3,55.1,66.1,73.4
-12.07237,-77.170903,14.202,53.2,1,108783,57.2,60.6,47.5,63.4,80.0
-12.111209,-77.088055,8.711,140.2,5,255936,53.9,56.1,59.2,84.4,79.3
-12.171397,-77.171415,19.683,35.0,1,48553,80.8,48.4,73.4,45.9,68.4
-12.145124,-77.079417,11.657,35.0,5,49344,61.1,49.4,81.3,45.7,60.0
-12.05295,-77.042725,0.727,52.1,2,146560,73.5,28.3,74.7,56.0,83.0
-12.036267,-77.052912,1.572,100.3,2,277324,91.9,36.6,83.3,64.8,88.7
-12.200108,-77.121192,19.066,59.3,4,82326,68.9,54.6,68.6,53.0,66.3
-12.178051,-77.118201,16.749,44.1,3,57577,64.8,46.7,70.7,54.8,54.6
-12.095377,-77.086797,7.236,35.0,4,66944,41.0,48.2,63.7,70.2,86.9
-12.035717,-77.036042,1.394,92.5,1,292646,89.2,29.7,79.2,61.4,97.2
-12.043276,-77.032825,1.137,96.2,4,323101,81.6,32.8,79.1,72.1,86.7
-12.188383,-77.169911,20.947,89.0,1,112324,61.8,58.1,74.8,51.8,70.7
-12.223826,-77.161158,23.515,46.1,2,59410,76.3,34.7,84.6,47.2,52.7
-12.108797,-77.07355,7.688,147.4,6,304322,40.5,41.4,56.3,53.7,76.4
-12.030485,-77.043491,1.768,66.7,2,170628,87.1,37.9,74.7,76.3,91.4
-12.233306,-77.11316,22.108,56.8,1,76839,64.2,53.1,73.5,43.2,70.0
-12.128143,-77.072773,9.639,52.9,3,97181,46.1,48.4,52.3,61.9,74.7
-12.119828,-77.132074,12.663,114.4,3,248414,40.8,59.1,56.7,75.7,79.1
-12.072585,-77.108326,7.684,43.6,2,90584,47.6,49.5,60.0,49.9,71.2
-12.078567,-77.104523,7.592,35.0,5,69844,53.2,70.8,55.5,63.6,80.4
-12.146552,-77.105916,13.059,35.0,6,64634,29.8,51.9,45.7,64.2,81.3
-12.123435,-77.054427,8.643,74.4,6,138542,38.3,62.4,60.1,61.1,77.6
-12.154095,-77.157094,17.229,137.6,3,200738,75.6,50.3,77.1,57.6,76.9
-12.038347,-77.033086,1.382,79.1,4,250535,94.0,30.0,73.4,66.6,96.8
-12.034897,-77.047908,1.392,47.8,5,179571,83.5,30.3,86.2,57.0,100.0
-12.13062,-77.120857,12.617,109.6,4,219442,46.9,60.6,59.8,67.0,82.0
-12.16748,-77.116173,15.623,72.1,2,96090,66.8,48.0,71.8,58.9,58.0
-12.096906,-77.118744,9.97,79.9,4,141340,30.8,63.0,58.7,78.6,68.4
-12.075637,-77.162943,13.44,86.6,4,196428,28.1,47.5,61.7,62.2,81.9
-12.052276,-77.051818,1.176,151.4,1,434280,70.3,36.6,81.8,62.6,99.8
-12.120069,-77.112405,11.134,63.3,3,108364,50.1,61.8,52.4,73.7,83.2
-12.084497,-77.151697,12.555,80.5,3,217273,55.7,66.4,64.8,81.4,82.7
-12.101317,-77.155216,13.641,107.3,4,235643,51.9,49.8,66.4,64.6,83.1
-12.050016,-77.055026,1.387,113.2,5,352124,88.9,25.2,90.2,64.9,93.7
-12.084402,-77.080095,5.847,82.8,5,164013,41.0,59.4,62.6,68.9,85.5
-12.107193,-77.067169,7.248,126.8,4,209030,44.6,56.8,58.9,75.7,81.3
-12.139184,-77.084318,11.242,85.2,3,181366,39.7,50.3,50.1,75.1,81.2
-12.077016,-77.153551,12.494,84.9,1,205952,51.6,53.2,56.2,73.8,70.8
-12.116871,-77.099885,9.979,79.5,4,146634,49.3,51.9,43.7,81.8,85.4
-12.090668,-77.086509,6.831,120.4,3,233122,57.3,56.1,57.1,70.6,77.6
-12.099615,-77.123343,10.552,111.0,5,240973,44.3,57.7,43.1,76.9,66.7
-12.146335,-77.13943,15.267,42.0,1,59706,76.0,40.0,77.6,38.5,76.6
-12.083052,-77.056347,4.326,116.8,5,224030,55.8,51.6,53.6,72.0,71.2
-12.072652,-77.153926,12.41,81.4,1,180418,39.2,56.1,66.4,67.5,91.3
-12.166156,-77.149001,17.596,74.6,3,107072,70.1,40.6,81.0,45.7,61.6
-12.045561,-77.161685,12.906,116.1,1,259755,54.6,57.8,67.0,65.6,88.1
-12.041499,-77.026639,1.837,98.0,2,292416,81.6,12.4,86.2,70.4,100.0
-12.100271,-77.07213,6.775,53.3,4,86070,58.6,50.9,58.4,76.7,83.7
-12.132744,-77.105248,11.739,68.0,2,103088,65.3,53.6,78.1,58.1,74.0
-12.109903,-77.108789,10.05,92.4,3,160245,40.9,53.0,57.4,71.2,83.9
-12.072732,-77.133253,10.245,162.2,3,400556,47.4,69.6,55.1,62.7,94.1
-12.082836,-77.09392,6.867,81.5,6,164570,38.2,47.2,48.7,78.7,78.2
-12.199537,-77.089632,17.742,39.8,1,50682,77.0,47.1,73.0,71.4,77.0
-12.03173,-77.042694,1.628,64.4,5,205423,72.5,28.9,84.0,66.8,82.8
-12.194437,-77.183118,22.406,62.3,2,79182,74.2,56.5,72.2,51.1,62.1
-12.14255,-77.074678,11.22,66.6,3,126017,50.6,51.0,66.6,58.6,90.7
-12.085235,-77.159564,13.388,104.7,5,274944,51.6,46.7,67.7,59.6,77.1
-12.181927,-77.12271,17.365,84.7,4,120556,73.1,43.0,74.7,66.5,63.3
-12.113193,-77.147282,13.55,62.4,4,102478,85.0,46.0,72.9,46.8,62.4
-12.15424,-77.136115,15.681,49.4,5,64667,69.1,39.6,69.4,47.0,80.7
-12.103482,-77.174448,15.633,47.4,4,112047,42.7,49.9,55.2,66.8,91.1
-12.051465,-77.04443,0.589,111.4,4,354764,85.0,31.9,81.7,73.7,87.8
-12.128866,-77.158943,15.581,44.2,2,63995,77.0,49.9,87.7,41.1,62.5
-12.080534,-77.161147,13.394,78.7,4,169785,62.6,59.2,55.2,52.9,99.4
-12.050082,-77.047517,0.655,93.9,2,294178,88.5,27.9,75.8,67.5,84.0
-12.140619,-77.068934,10.836,85.0,6,154851,61.4,50.9,49.5,62.4,83.0
-12.111221,-77.085974,8.587,54.8,6,100291,39.8,52.8,57.1,78.6,85.6
-12.165513,-77.092233,14.269,109.3,4,151308,73.1,44.6,75.9,45.5,57.2
-12.028913,-77.045606,1.965,139.4,4,377125,78.9,27.6,79.9,66.0,92.0
-12.121254,-77.089042,9.707,63.3,6,124498,51.5,60.6,50.3,70.5,85.3
-12.112146,-77.124157,11.457,62.2,2,113109,56.5,50.4,64.9,79.3,77.9
-12.041478,-77.036047,0.914,65.0,2,163619,85.3,40.7,74.8,73.7,86.4
-12.143356,-77.182087,18.559,53.2,4,85357,83.2,43.9,69.7,38.2,68.8
-12.041097,-77.04885,0.882,35.0,3,115790,85.6,25.9,73.6,66.7,84.1
-12.062079,-77.041141,1.75,111.2,4,351140,80.4,34.3,71.7,61.7,92.8
-12.131721,-77.072817,10.016,39.0,3,78291,41.0,57.1,56.0,64.9,68.1
-12.077744,-77.08164,5.466,58.2,5,114352,48.5,62.1,57.5,53.8,86.7
-12.122366,-77.078953,9.301,110.1,3,202942,47.7,69.6,57.1,75.6,78.0
-12.106607,-77.083534,8.014,124.7,2,211130,32.6,68.0,41.8,79.2,76.9
-12.183947,-77.129701,17.947,53.1,4,73911,69.5,39.2,73.8,53.1,75.9
-12.073069,-77.174666,14.618,122.3,3,299082,32.5,67.2,66.0,59.5,86.1
-12.175894,-77.172818,20.145,84.5,4,113997,78.9,58.8,85.8,42.4,73.2
-12.128828,-77.123864,12.695,115.4,4,149511,76.2,50.3,73.6,53.3,69.6
-12.029375,-77.074425,3.919,86.8,5,217696,79.2,37.0,79.9,70.1,98.7
-12.088413,-77.164572,14.017,124.8,5,299032,58.1,61.6,61.7,73.4,89.8
-12.047534,-77.064876,2.4,62.6,4,195133,82.3,34.5,79.6,83.2,86.7
-12.052822,-77.165165,13.303,104.4,1,232200,55.4,57.3,61.0,63.0,86.0
-12.102697,-77.070703,6.944,36.5,5,66806,46.2,58.9,44.9,63.4,83.6
-12.17224,-77.128943,16.809,77.8,5,110129,79.4,47.9,77.8,55.7,60.6
-12.046809,-77.050855,0.876,114.7,2,365455,75.7,29.9,87.1,88.6,93.8
-12.041871,-77.05323,1.239,96.4,5,310463,76.3,44.0,74.3,67.1,90.8
-12.097512,-77.094208,7.958,58.7,5,108362,55.1,51.6,54.3,65.2,64.8
-12.084814,-77.086282,6.361,80.6,3,163656,51.2,68.2,53.8,80.7,78.8
-12.058019,-77.099247,6.262,75.3,2,143163,60.5,49.4,55.0,64.7,80.1
-12.117692,-77.150518,14.119,71.5,5,107808,81.9,46.5,76.0,52.0,77.1
-12.147367,-77.166246,17.47,86.8,4,134068,76.2,35.4,62.6,56.8,65.6
-12.118822,-77.055836,8.162,35.0,2,72404,46.3,57.6,53.3,68.3,74.7
-12.138482,-77.127053,13.716,89.9,5,126076,70.1,51.7,66.2,51.0,65.8
-12.101067,-77.114977,9.91,76.8,2,133610,59.8,60.6,53.0,68.3,88.0
-12.075985,-77.17068,14.265,70.1,4,186510,50.7,58.0,65.4,61.4,85.3
-12.210474,-77.12914,20.482,101.9,3,133346,66.3,47.6,73.5,54.8,62.5
-12.074889,-77.166395,13.785,136.9,3,339517,47.3,53.2,51.4,55.7,90.2
-12.046801,-77.057221,1.566,65.8,4,200149,73.4,34.6,74.8,69.6,92.9
-12.107276,-77.120193,10.782,140.7,5,241044,33.6,55.6,55.8,67.9,84.8
-12.047973,-77.038962,0.452,86.8,4,280932,69.4,32.5,76.2,61.3,77.3
-12.081422,-77.073654,5.131,64.4,4,120610,33.7,58.3,54.5,70.1,83.5
-12.193094,-77.151551,20.112,121.1,2,158436,75.6,52.7,72.0,42.0,64.7
-12.149838,-77.140776,15.651,84.8,1,121377,59.3,47.0,74.8,35.7,62.9
-12.111326,-77.152802,13.948,38.9,3,55875,63.4,51.8,83.3,52.5,64.9
-12.105091,-77.111138,9.873,52.1,3,84554,44.9,41.9,64.3,65.9,72.1
-12.104644,-77.164515,14.71,130.7,5,319440,60.4,66.8,61.7,80.4,88.6
-12.159756,-77.127128,15.56,46.1,2,69469,65.5,51.4,85.4,34.7,66.5
-12.085391,-77.094837,7.116,97.2,5,168296,42.5,54.0,58.8,70.3,91.8
-12.04545,-77.029939,1.4,68.7,3,210496,71.0,26.6,72.8,64.3,89.5
-12.151545,-77.166226,17.769,104.7,3,152115,78.6,49.8,74.3,55.9,58.8
-12.115169,-77.163003,15.118,73.5,1,170002,63.4,65.2,55.0,75.9,80.6
-12.051274,-77.037405,0.797,105.7,2,319714,73.6,27.9,82.2,68.7,85.2
-12.129533,-77.094105,10.778,116.7,2,202773,36.4,52.4,57.0,75.0,69.2
-12.143512,-77.214166,21.5,77.5,1,89271,57.7,52.7,75.0,50.9,55.1
-12.136243,-77.143252,14.777,86.7,5,136181,76.3,48.0,72.3,50.2,63.1
-12.113229,-77.13631,12.573,78.4,3,131369,27.8,42.3,58.2,72.1,82.2
-12.122002,-77.072524,8.991,87.6,3,160812,47.4,52.0,53.5,55.9,73.1
-12.043826,-77.049819,0.814,47.9,4,144679,82.5,25.6,85.2,54.3,84.0
-12.184016,-77.119897,17.418,54.8,3,77855,80.3,39.9,71.8,52.3,57.2
-12.062943,-77.093381,5.79,110.4,2,194852,57.7,49.6,44.0,79.0,83.4
-12.168199,-77.140581,17.189,85.6,4,131285,72.3,36.3,80.8,41.0,55.5
-12.09085,-77.115791,9.334,52.6,4,85461,57.9,48.6,57.6,61.2,78.7
-12.103801,-77.113836,10.003,46.9,4,66445,86.3,36.7,72.6,53.6,62.9
-12.18549,-77.164163,20.296,95.3,5,133326,79.6,46.7,77.7,54.7,61.0
-12.051818,-77.039293,0.712,65.8,2,191193,90.6,19.2,86.4,74.0,88.9
-12.103801,-77.067743,6.923,79.3,2,152323,49.8,49.6,58.3,67.8,90.2
-12.193183,-77.104631,17.621,152.9,2,188532,67.8,49.1,75.4,49.7,63.1
-12.060788,-77.029883,2.125,35.0,2,100465,78.8,21.5,76.4,76.6,83.7
-12.073407,-77.158956,12.961,138.5,1,323139,55.8,57.6,47.7,86.4,78.0
-12.055017,-77.159624,12.718,114.9,2,291473,60.1,70.0,60.6,52.8,82.0
-12.136382,-77.075132,10.587,131.8,5,242283,55.0,69.9,55.1,84.3,74.9
-12.100445,-77.09848,8.516,47.6,3,104412,45.1,47.2,53.9,75.4,85.3
-12.058006,-77.17686,14.61,53.4,4,113913,25.8,76.2,60.9,67.9,86.2
-12.115104,-77.112767,10.763,61.1,2,115747,46.7,53.2,59.3,66.9,84.1
-12.161557,-77.122468,15.433,53.6,2,77157,89.2,52.8,85.0,46.2,70.0
-12.195837,-77.154065,20.519,76.9,5,112597,77.8,43.0,75.0,40.3,68.3
-12.081223,-77.185164,15.931,135.4,3,356093,43.5,55.6,61.0,67.6,94.6
-12.080763,-77.058033,4.157,94.4,3,172335,40.3,67.1,67.1,63.2,66.7
-12.151136,-77.165351,17.668,110.9,2,138667,59.8,54.9,79.8,50.9,63.2
-12.07844,-77.161358,13.352,89.8,3,200171,59.0,67.6,55.7,61.3,95.3
-12.072553,-77.165382,13.62,122.7,3,285186,53.1,53.5,66.5,55.8,86.6
-12.101504,-77.101037,8.797,112.3,5,193760,34.7,56.8,51.8,65.9,77.8
-12.110787,-77.08041,8.231,121.5,6,237604,31.7,60.6,62.3,83.0,74.9
-12.202016,-77.133551,19.885,60.6,1,91022,73.0,46.8,71.8,65.2,73.3
